project_id,Revision,Author,Date,Lines of Code,L Lines of Code,S Lines of Code,Multi-line comments,Multi lines,blank lines,Single comment lines,Cyclomatic Complexity,Unique Operands,Unique Operators,Number of Operands,Number of Operators,Unique vocabulary (h1 + h2),Length of application,Code volume,Difficulty,Effort,Maintainability Ranking,Maintainability Index,file
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,227 (0),173 (0),167 (0),11 (0),0 (0),49 (0),11 (0),25 (0),5 (0),25 (0),13 (0),25 (0),30 (0),38 (0),186.462 (0),2.5 (0),466.155 (0),A,46.3415 (0),/home/senior/senior/all_metric/56604179/76.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,213 (0),76 (0),73 (0),14 (0),71 (0),54 (0),15 (0),33 (0),6 (0),34 (0),22 (0),41 (0),40 (0),63 (0),335.281 (0),3.61765 (0),1212.93 (0),A,60.6647 (0),/home/senior/senior/all_metric/56604179/38.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,1113 (0),523 (0),485 (0),20 (0),316 (0),287 (0),25 (0),245 (0),15 (0),110 (0),80 (0),153 (0),125 (0),233 (0),1623.03 (0),10.4318 (0),16931.1 (0),A,26.5353 (0),/home/senior/senior/all_metric/56604179/73.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,125 (0),88 (0),91 (0),8 (0),0 (0),26 (0),8 (0),15 (0),2 (0),16 (0),10 (0),18 (0),18 (0),28 (0),116.758 (0),1.125 (0),131.353 (0),A,57.9455 (0),/home/senior/senior/all_metric/56604179/91.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,336 (0),165 (0),149 (0),13 (0),80 (0),85 (0),22 (0),72 (0),10 (0),36 (0),24 (0),44 (0),46 (0),68 (0),375.602 (0),6.11111 (0),2295.35 (0),A,55.6466 (0),/home/senior/senior/all_metric/56604179/39.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,132 (0),89 (0),87 (0),14 (0),0 (0),31 (0),14 (0),15 (0),6 (0),29 (0),20 (0),38 (0),35 (0),58 (0),297.498 (0),3.93103 (0),1169.48 (0),A,58.5294 (0),/home/senior/senior/all_metric/56604179/98.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,231 (0),100 (0),91 (0),12 (0),61 (0),65 (0),14 (0),39 (0),6 (0),15 (0),11 (0),19 (0),21 (0),30 (0),131.77 (0),3.8 (0),500.724 (0),A,65.4192 (0),/home/senior/senior/all_metric/56604179/4.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,44 (0),9 (0),21 (0),10 (0),5 (0),10 (0),8 (0),0 (0),1 (0),1 (0),1 (0),2 (0),2 (0),3 (0),3 (0),1 (0),3 (0),A,100 (0),/home/senior/senior/all_metric/56604179/46.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,641 (0),277 (0),261 (0),20 (0),218 (0),149 (0),13 (0),78 (0),10 (0),66 (0),40 (0),74 (0),76 (0),114 (0),712.264 (0),5.60606 (0),3992.99 (0),A,45.113 (0),/home/senior/senior/all_metric/56604179/10.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,1237 (0),947 (0),988 (0),149 (0),0 (0),122 (0),127 (0),166 (0),19 (0),134 (0),175 (0),310 (0),153 (0),485 (0),3519.83 (0),21.9776 (0),77357.5 (0),B,9.38758 (0),/home/senior/senior/all_metric/56604179/87.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,104 (0),55 (0),53 (0),9 (0),16 (0),27 (0),8 (0),28 (0),8 (0),19 (0),14 (0),23 (0),27 (0),37 (0),175.931 (0),4.84211 (0),851.876 (0),A,72.2763 (0),/home/senior/senior/all_metric/56604179/11.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,1822 (0),635 (0),1135 (0),124 (0),263 (0),293 (0),131 (0),167 (0),14 (0),226 (0),143 (0),276 (0),240 (0),419 (0),3312.99 (0),8.54867 (0),28321.6 (0),A,21.3929 (0),/home/senior/senior/all_metric/56604179/1.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,222 (0),160 (0),162 (0),29 (0),0 (0),34 (0),26 (0),16 (0),6 (0),63 (0),41 (0),82 (0),69 (0),123 (0),751.349 (0),3.90476 (0),2933.84 (0),A,49.1461 (0),/home/senior/senior/all_metric/56604179/100.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,325 (0),226 (0),214 (0),13 (0),23 (0),71 (0),17 (0),115 (0),10 (0),49 (0),37 (0),69 (0),59 (0),106 (0),623.56 (0),7.04082 (0),4390.37 (0),A,41.0893 (0),/home/senior/senior/all_metric/56604179/40.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,40 (0),21 (0),19 (0),9 (0),2 (0),9 (0),10 (0),6 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,94.9826 (0),/home/senior/senior/all_metric/56604179/33.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,360 (0),246 (0),247 (0),44 (0),0 (0),78 (0),35 (0),37 (0),6 (0),19 (0),14 (0),28 (0),25 (0),42 (0),195.042 (0),4.42105 (0),862.291 (0),A,50.6115 (0),/home/senior/senior/all_metric/56604179/78.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,77 (0),59 (0),64 (0),9 (0),0 (0),4 (0),9 (0),7 (0),3 (0),8 (0),5 (0),9 (0),11 (0),14 (0),48.432 (0),1.6875 (0),81.7291 (0),A,69.4007 (0),/home/senior/senior/all_metric/56604179/96.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,43 (0),31 (0),29 (0),8 (0),0 (0),6 (0),8 (0),7 (0),7 (0),13 (0),9 (0),15 (0),20 (0),24 (0),103.726 (0),4.03846 (0),418.895 (0),A,78.178 (0),/home/senior/senior/all_metric/56604179/104.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,49 (0),30 (0),34 (0),8 (0),0 (0),7 (0),8 (0),7 (0),2 (0),12 (0),10 (0),20 (0),14 (0),30 (0),114.221 (0),1.66667 (0),190.368 (0),A,76.306 (0),/home/senior/senior/all_metric/56604179/92.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,299 (0),97 (0),92 (0),16 (0),110 (0),79 (0),18 (0),21 (0),8 (0),28 (0),16 (0),29 (0),36 (0),45 (0),232.647 (0),4.14286 (0),963.822 (0),A,57.0094 (0),/home/senior/senior/all_metric/56604179/63.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,27 (0),7 (0),6 (0),10 (0),6 (0),7 (0),8 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/56604179/54.csv
56604179,d8d9283,Manuel Vázquez Acosta,2019-08-06,15 (0),1 (0),0 (0),8 (0),4 (0),3 (0),8 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/56604179/36.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,145 (0),95 (0),80 (0),2 (0),49 (0),14 (0),2 (0),22 (0),1 (0),6 (0),4 (0),8 (0),7 (0),12 (0),33.6883 (0),0.666667 (0),22.4588 (0),A,72.4756 (0),/home/senior/senior/all_metric/51732151/42.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,207 (0),134 (0),133 (0),25 (0),0 (0),57 (0),17 (0),46 (0),4 (0),59 (0),32 (0),63 (0),63 (0),95 (0),567.842 (0),2.13559 (0),1212.68 (0),A,48.9841 (0),/home/senior/senior/all_metric/51732151/8.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,204 (0),150 (0),150 (0),2 (0),0 (0),52 (0),2 (0),33 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,50.8183 (0),/home/senior/senior/all_metric/51732151/14.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,84 (0),49 (0),55 (0),5 (0),13 (0),11 (0),5 (0),11 (0),2 (0),14 (0),7 (0),14 (0),16 (0),21 (0),84 (0),1 (0),84 (0),A,75.5407 (0),/home/senior/senior/all_metric/51732151/50.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,210 (0),154 (0),154 (0),11 (0),0 (0),45 (0),11 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/51732151/7.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,207 (0),153 (0),152 (0),1 (0),4 (0),50 (0),1 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/51732151/12.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,6 (0),1 (0),0 (0),0 (0),4 (0),2 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/30.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,36 (0),26 (0),26 (0),0 (0),0 (0),10 (0),0 (0),8 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/23.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,1059 (0),499 (0),496 (0),52 (0),320 (0),191 (0),52 (0),101 (0),10 (0),68 (0),45 (0),86 (0),78 (0),131 (0),823.388 (0),6.32353 (0),5206.72 (0),A,32.6961 (0),/home/senior/senior/all_metric/51732151/32.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,68 (0),38 (0),45 (0),1 (0),15 (0),7 (0),1 (0),8 (0),2 (0),10 (0),5 (0),10 (0),12 (0),15 (0),53.7744 (0),1 (0),53.7744 (0),A,80.0916 (0),/home/senior/senior/all_metric/51732151/45.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,435 (0),218 (0),202 (0),83 (0),70 (0),80 (0),83 (0),60 (0),14 (0),41 (0),27 (0),50 (0),55 (0),77 (0),445.165 (0),8.53659 (0),3800.19 (0),A,51.9026 (0),/home/senior/senior/all_metric/51732151/2.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,153 (0),95 (0),95 (0),16 (0),0 (0),42 (0),16 (0),23 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/18.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,282 (0),141 (0),184 (0),22 (0),22 (0),54 (0),22 (0),12 (0),1 (0),2 (0),1 (0),2 (0),3 (0),3 (0),4.75489 (0),0.5 (0),2.37744 (0),A,71.977 (0),/home/senior/senior/all_metric/51732151/17.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,1707 (0),1092 (0),1072 (0),194 (0),185 (0),262 (0),188 (0),59 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/13.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/44.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,Not found 'market/market_app.py',Not found 'market/market_app.py',Not found 'market/market_app.py',Not found 'market/market_app.py',Not found 'market/market_app.py',Not found 'market/market_app.py',Not found 'market/market_app.py',Not found 'market/market_app.py',Not found 'market/market_app.py',Not found 'market/market_app.py',Not found 'market/market_app.py',Not found 'market/market_app.py',Not found 'market/market_app.py',Not found 'market/market_app.py',Not found 'market/market_app.py',Not found 'market/market_app.py',Not found 'market/market_app.py',Not found 'market/market_app.py',Not found 'market/market_app.py',/home/senior/senior/all_metric/51732151/21.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,66 (0),42 (0),43 (0),0 (0),18 (0),5 (0),0 (0),11 (0),2 (0),10 (0),5 (0),10 (0),12 (0),15 (0),53.7744 (0),1 (0),53.7744 (0),A,79.7311 (0),/home/senior/senior/all_metric/51732151/51.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,95 (0),42 (0),58 (0),5 (0),18 (0),14 (0),5 (0),15 (0),2 (0),3 (0),2 (0),3 (0),5 (0),5 (0),11.6096 (0),1 (0),11.6096 (0),A,83.5978 (0),/home/senior/senior/all_metric/51732151/43.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,346 (0),72 (0),314 (0),1 (0),0 (0),31 (0),1 (0),17 (0),2 (0),4 (0),2 (0),4 (0),6 (0),6 (0),15.5098 (0),1 (0),15.5098 (0),A,52.6759 (0),/home/senior/senior/all_metric/51732151/9.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,18 (0),13 (0),12 (0),0 (0),3 (0),3 (0),0 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/34.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/5.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,64 (0),33 (0),27 (0),0 (0),27 (0),10 (0),0 (0),8 (0),1 (0),6 (0),3 (0),6 (0),7 (0),9 (0),25.2662 (0),0.5 (0),12.6331 (0),A,81.7554 (0),/home/senior/senior/all_metric/51732151/0.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,73 (0),54 (0),54 (0),0 (0),0 (0),19 (0),0 (0),15 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/26.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,62 (0),36 (0),34 (0),8 (0),11 (0),9 (0),8 (0),12 (0),2 (0),11 (0),6 (0),12 (0),13 (0),18 (0),66.6079 (0),1.09091 (0),72.6632 (0),A,81.3048 (0),/home/senior/senior/all_metric/51732151/53.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,21 (0),12 (0),10 (0),0 (0),8 (0),3 (0),0 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/35.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,263 (0),203 (0),203 (0),1 (0),0 (0),59 (0),1 (0),53 (0),3 (0),5 (0),3 (0),6 (0),8 (0),9 (0),27 (0),1.8 (0),48.6 (0),A,33.3881 (0),/home/senior/senior/all_metric/51732151/25.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,289 (0),23 (0),46 (0),178 (0),0 (0),73 (0),170 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/19.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,64 (0),48 (0),48 (0),0 (0),0 (0),16 (0),0 (0),19 (0),1 (0),8 (0),4 (0),8 (0),9 (0),12 (0),38.0391 (0),0.5 (0),19.0196 (0),A,49.8396 (0),/home/senior/senior/all_metric/51732151/27.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,8 (0),6 (0),6 (0),0 (0),0 (0),2 (0),0 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/28.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,108 (0),68 (0),77 (0),6 (0),3 (0),22 (0),6 (0),30 (0),2 (0),7 (0),4 (0),8 (0),9 (0),12 (0),38.0391 (0),1.14286 (0),43.4733 (0),A,64.4879 (0),/home/senior/senior/all_metric/51732151/41.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,592 (0),272 (0),332 (0),18 (0),157 (0),94 (0),9 (0),95 (0),12 (0),47 (0),25 (0),48 (0),59 (0),73 (0),429.433 (0),6.12766 (0),2631.42 (0),A,46.0649 (0),/home/senior/senior/all_metric/51732151/31.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,170 (0),99 (0),96 (0),14 (0),34 (0),26 (0),14 (0),30 (0),2 (0),9 (0),5 (0),10 (0),11 (0),15 (0),51.8915 (0),1.11111 (0),57.6572 (0),A,69.7689 (0),/home/senior/senior/all_metric/51732151/49.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,118 (0),75 (0),66 (0),0 (0),39 (0),13 (0),0 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/51732151/3.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/55.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,46 (0),34 (0),35 (0),1 (0),0 (0),10 (0),1 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/51732151/6.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,33 (0),25 (0),25 (0),0 (0),0 (0),8 (0),0 (0),7 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/22.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,152 (0),95 (0),88 (0),2 (0),38 (0),25 (0),1 (0),28 (0),6 (0),14 (0),11 (0),18 (0),20 (0),29 (0),125.336 (0),3.85714 (0),483.439 (0),A,67.4694 (0),/home/senior/senior/all_metric/51732151/47.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,113 (0),61 (0),54 (0),1 (0),36 (0),22 (0),1 (0),24 (0),2 (0),3 (0),2 (0),3 (0),5 (0),5 (0),11.6096 (0),1 (0),11.6096 (0),A,79.0374 (0),/home/senior/senior/all_metric/51732151/29.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,86 (0),49 (0),56 (0),5 (0),13 (0),12 (0),5 (0),13 (0),2 (0),15 (0),8 (0),16 (0),17 (0),24 (0),98.0991 (0),1.06667 (0),104.639 (0),A,74.6814 (0),/home/senior/senior/all_metric/51732151/48.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,149 (0),99 (0),93 (0),2 (0),27 (0),27 (0),2 (0),35 (0),6 (0),17 (0),12 (0),21 (0),23 (0),33 (0),149.278 (0),3.70588 (0),553.205 (0),A,63.3103 (0),/home/senior/senior/all_metric/51732151/24.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,139 (0),90 (0),87 (0),4 (0),26 (0),22 (0),4 (0),28 (0),2 (0),14 (0),8 (0),16 (0),16 (0),24 (0),96 (0),1.14286 (0),109.714 (0),A,67.5542 (0),/home/senior/senior/all_metric/51732151/52.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/37.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,1085 (0),671 (0),722 (0),71 (0),51 (0),247 (0),65 (0),59 (0),6 (0),11 (0),7 (0),13 (0),17 (0),20 (0),81.7493 (0),3.54545 (0),289.838 (0),A,39.8193 (0),/home/senior/senior/all_metric/51732151/16.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,53 (0),6 (0),45 (0),0 (0),0 (0),8 (0),0 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/20.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,159 (0),96 (0),90 (0),9 (0),18 (0),42 (0),9 (0),11 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/15.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,590 (0),352 (0),404 (0),42 (0),36 (0),115 (0),35 (0),0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/51732151/38.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,380 (0),207 (0),194 (0),10 (0),98 (0),78 (0),10 (0),51 (0),14 (0),95 (0),73 (0),139 (0),109 (0),212 (0),1434.86 (0),10.2421 (0),14695.9 (0),A,50.5537 (0),/home/senior/senior/all_metric/51732151/39.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,3 (0),2 (0),2 (0),1 (0),0 (0),0 (0),1 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/4.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,116 (0),72 (0),75 (0),9 (0),16 (0),16 (0),9 (0),18 (0),2 (0),30 (0),16 (0),32 (0),32 (0),48 (0),240 (0),1.06667 (0),256 (0),A,68.0138 (0),/home/senior/senior/all_metric/51732151/46.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,1262 (0),683 (0),670 (0),290 (0),122 (0),234 (0),236 (0),46 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/10.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,146 (0),120 (0),123 (0),0 (0),0 (0),23 (0),0 (0),22 (0),1 (0),19 (0),11 (0),22 (0),20 (0),33 (0),142.624 (0),0.578947 (0),82.5716 (0),A,36.7366 (0),/home/senior/senior/all_metric/51732151/11.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,75 (0),59 (0),61 (0),0 (0),0 (0),14 (0),0 (0),0 (0),4 (0),19 (0),16 (0),29 (0),23 (0),45 (0),203.56 (0),3.05263 (0),621.395 (0),A,43.0532 (0),/home/senior/senior/all_metric/51732151/1.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,164 (0),115 (0),116 (0),0 (0),10 (0),38 (0),0 (0),3 (0),2 (0),8 (0),6 (0),12 (0),10 (0),18 (0),59.7947 (0),1.5 (0),89.6921 (0),A,59.185 (0),/home/senior/senior/all_metric/51732151/40.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,4 (0),2 (0),1 (0),0 (0),3 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),0 (0),A,100 (0),/home/senior/senior/all_metric/51732151/33.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,1661 (0),1649 (0),1649 (0),6 (0),0 (0),6 (0),6 (0),4 (0),2 (0),5 (0),3 (0),5 (0),7 (0),8 (0),22.4588 (0),1 (0),22.4588 (0),A,23.5989 (0),/home/senior/senior/all_metric/51732151/54.csv
51732151,153ad57,Calvin Wong Loi Sing,2017-01-25,142 (0),74 (0),100 (0),12 (0),0 (0),30 (0),12 (0),30 (0),3 (0),14 (0),12 (0),14 (0),17 (0),26 (0),106.274 (0),1.5 (0),159.411 (0),A,60.6356 (0),/home/senior/senior/all_metric/51732151/36.csv
29026813,9a8f017,Vd,2019-07-05,313 (0),237 (0),244 (0),6 (0),0 (0),63 (0),6 (0),81 (0),12 (0),56 (0),39 (0),69 (0),68 (0),108 (0),657.446 (0),7.39286 (0),4860.4 (0),A,29.731 (0),/home/senior/senior/all_metric/29026813/42.csv
29026813,9a8f017,Vd,2019-07-05,1315 (0),986 (0),985 (0),40 (0),6 (0),285 (0),39 (0),408 (0),15 (0),349 (0),206 (0),393 (0),364 (0),599 (0),5096.17 (0),8.44556 (0),43040 (0),C,0 (0),/home/senior/senior/all_metric/29026813/8.csv
29026813,9a8f017,Vd,2019-07-05,23 (0),18 (0),18 (0),1 (0),0 (0),4 (0),1 (0),7 (0),2 (0),3 (0),2 (0),3 (0),5 (0),5 (0),11.6096 (0),1 (0),11.6096 (0),A,78.2087 (0),/home/senior/senior/all_metric/29026813/14.csv
29026813,9a8f017,Vd,2019-07-05,128 (0),93 (0),93 (0),1 (0),0 (0),34 (0),1 (0),23 (0),5 (0),36 (0),19 (0),37 (0),41 (0),56 (0),300.023 (0),2.56944 (0),770.892 (0),A,42.8553 (0),/home/senior/senior/all_metric/29026813/7.csv
29026813,9a8f017,Vd,2019-07-05,28 (0),20 (0),20 (0),1 (0),0 (0),7 (0),1 (0),7 (0),1 (0),6 (0),3 (0),6 (0),7 (0),9 (0),25.2662 (0),0.5 (0),12.6331 (0),A,74.0599 (0),/home/senior/senior/all_metric/29026813/12.csv
29026813,9a8f017,Vd,2019-07-05,Not found 'loc',Not found 'lloc',Not found 'sloc',Not found 'comments',Not found 'multi',Not found 'blank',Not found 'single_comments',0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/29026813/30.csv
29026813,9a8f017,Vd,2019-07-05,Not found 'loc',Not found 'lloc',Not found 'sloc',Not found 'comments',Not found 'multi',Not found 'blank',Not found 'single_comments',0 (0),Not found 'h1',Not found 'h2',Not found 'N1',Not found 'N2',Not found 'vocabulary',Not found 'length',Not found 'volume',Not found 'difficulty',Not found 'effort',Not found 'rank',Not found 'mi',/home/senior/senior/all_metric/29026813/23.csv
29026813,9a8f017,Vd,2019-07-05,135 (0),102 (0),99 (0),10 (0),0 (0),26 (0),10 (0),29 (0),4 (0),31 (0),23 (0),46 (0),35 (0),69 (0),353.921 (0),2.96774 (0),1050.34 (0),A,54.0788 (0),/home/senior/senior/all_metric/29026813/32.csv
29026813,9a8f017,Vd,2019-07-05,487 (0),370 (0),376 (0),11 (0),12 (0),88 (0),11 (0),119 (0),11 (0),77 (0),43 (0),83 (0),88 (0),126 (0),813.888 (0),5.92857 (0),4825.2 (0),A,22.4671 (0),/home/senior/senior/all_metric/29026813/2.csv
29026813,9a8f017,Vd,2019-07-05,154 (0),132 (0),132 (0),1 (0),0 (0),21 (0),1 (0),45 (0),5 (0),33 (0),28 (0),51 (0),38 (0),79 (0),414.586 (0),3.86364 (0),1601.81 (0),A,35.5471 (0),/home/senior/senior/all_metric/29026813/18.csv
